district,link,block,compartment_amount,orientation,area,floor,metro_location,metro_location_distance,price,sublet
通州区,www.ziroom.com/x/764230878.html,远洋东方公馆,3,南,13.8,3/26,梨园站,1369,2260,TRUE
通州区,www.ziroom.com/x/733555889.html,天赐良园一期,4,北,9.79,5/6,物资学院路站,123,2230,FALSE
通州区,www.ziroom.com/x/710910366.html,阿尔法社区三期,3,南,12.54,2/6,万盛东站,1341,2130,FALSE
通州区,www.ziroom.com/x/780548897.html,西上园四区,4,南,13.6,5/5,北运河西站,956,2260,FALSE
通州区,www.ziroom.com/x/789520718.html,方恒东景,3,北,14,19/29,土桥站,214,2230,FALSE
通州区,www.ziroom.com/x/807858557.html,富河园,5,南,13.1,6/7,通州北关站,1218,2160,FALSE
通州区,www.ziroom.com/x/752341297.html,花涧溪,3,南,13.1,1/12,临河里站,807,2190,FALSE
通州区,www.ziroom.com/x/807858543.html,富河园,5,南,14.61,6/7,通州北关站,1218,2190,FALSE
通州区,www.ziroom.com/x/763761107.html,DBC加州小镇C区,2,北,12.3,10/14,高楼金站,178,2230,FALSE
通州区,www.ziroom.com/x/807912016.html,加华印象街,3,南,13,6/11,北运河西站,2041,2160,FALSE
通州区,www.ziroom.com/x/633650744.html,时尚街区西区,3,西南,12.8,17/20,梨园站,553,2230,FALSE
通州区,www.ziroom.com/x/760239910.html,广通小区,4,北,13.66,26/28,通州北苑站,518,2230,FALSE
通州区,www.ziroom.com/x/714932374.html,桃花岛,3,南,15.8,6/6,万盛东站,714,2260,FALSE
通州区,www.ziroom.com/x/725937606.html,蓝调沙龙西区,3,北,15.5,5/6,九棵树站,977,2230,FALSE
通州区,www.ziroom.com/x/769496911.html,翠屏北里西区,3,南,10.6,6/7,果园站,912,2190,FALSE
通州区,www.ziroom.com/x/614017820.html,广通小区,3,北,10.8,1/24,通州北苑站,518,2190,TRUE
通州区,www.ziroom.com/x/734773142.html,富河园,3,南,15,4/6,通州北关站,1218,2230,FALSE
通州区,www.ziroom.com/x/725958558.html,站前巴黎,3,南,12,4/6,临河里站,890,2230,FALSE
通州区,www.ziroom.com/x/633864102.html,新华联锦园,4,南,11.6,5/6,通州北苑站,1273,2190,FALSE
通州区,www.ziroom.com/x/779208357.html,云景里,3,南,13.9,2/6,梨园站,1320,2260,FALSE
通州区,www.ziroom.com/x/764230878.html,远洋东方公馆,3,南,13.8,3/26,梨园站,1369,2260,TRUE
通州区,www.ziroom.com/x/733555889.html,天赐良园一期,4,北,9.79,5/6,物资学院路站,123,2230,FALSE
通州区,www.ziroom.com/x/780548897.html,西上园四区,4,南,13.6,5/5,北运河西站,956,2260,FALSE
通州区,www.ziroom.com/x/724235935.html,DBC加州小镇C区,3,南,16,3/16,高楼金站,178,2370,FALSE
通州区,www.ziroom.com/x/715646100.html,华业东方玫瑰C区,3,南,19.4,20/27,临河里站,878,2360,FALSE
通州区,www.ziroom.com/x/721605974.html,达富苑,3,南,18.8,6/7,果园站,457,2370,FALSE
通州区,www.ziroom.com/x/717889904.html,达富苑,3,南,12.6,2/6,果园站,457,2290,FALSE
通州区,www.ziroom.com/x/731805233.html,天赐良园西三期,3,北,10.2,6/6,物资学院路站,246,2230,FALSE
通州区,www.ziroom.com/x/717453113.html,达富苑,4,北,10.89,6/7,果园站,457,2230,FALSE
通州区,www.ziroom.com/x/760048432.html,久居雅园,2,北,13.3,9/12,群芳站,1205,2230,FALSE
通州区,www.ziroom.com/x/753056284.html,方恒东景,2,南,7.22,27/29,土桥站,214,2260,FALSE
通州区,www.ziroom.com/x/745389792.html,西潞苑小区,3,南,17.3,1/6,通州北关站,2168,2230,FALSE
通州区,www.ziroom.com/x/752335089.html,大方居,2,西,17.8,9/22,万盛西站,2072,2260,FALSE
通州区,www.ziroom.com/x/732769219.html,邓家窑,4,南,10.53,5/5,物资学院路站,405,2260,FALSE
通州区,www.ziroom.com/x/696433828.html,天时名苑,3,南,13.2,2/14,通州北苑站,417,2330,FALSE
通州区,www.ziroom.com/x/735141742.html,大方居,2,东,17.14,3/22,万盛西站,2072,2260,TRUE
通州区,www.ziroom.com/x/807893347.html,瑞都公园世家南区,3,北,10.14,18/18,高楼金站,495,2260,FALSE
通州区,www.ziroom.com/x/761989596.html,苏荷时代,3,南,11.9,6/18,果园站,744,2290,FALSE
通州区,www.ziroom.com/x/734621434.html,BOBO自由城,4,南,12.9,5/6,北运河西站,1229,2260,FALSE
通州区,www.ziroom.com/x/748303187.html,新通国际花园,3,南,13.7,1/21,梨园站,492,2330,FALSE
通州区,www.ziroom.com/x/807907550.html,富河园,3,南,12.3,5/6,通州北关站,1218,2290,FALSE
通州区,www.ziroom.com/x/791748323.html,天赐良园东三期A区,2,北,9.71,6/6,物资学院路站,358,2260,TRUE
通州区,www.ziroom.com/x/760484447.html,果园西小区,2,南,12.2,5/7,果园站,913,2290,FALSE
通州区,www.ziroom.com/x/742492984.html,北苑南路20号院,2,南,11.5,5/6,果园站,269,2330,FALSE
通州区,www.ziroom.com/x/713113624.html,瑞都国际南区,3,北,11.4,16/17,九棵树站,424,2290,FALSE
通州区,www.ziroom.com/x/768571628.html,新华联家园北区,4,北,12.3,4/7,果园站,584,2290,FALSE
通州区,www.ziroom.com/x/720219068.html,DBC加州小镇,3,南,23.3,1/5,高楼金站,822,2370,FALSE
通州区,www.ziroom.com/x/752073577.html,当代名筑,3,北,11.9,5/6,九棵树站,697,2290,FALSE
通州区,www.ziroom.com/x/758661817.html,旗舰凯旋二三期,4,南,16.7,4/6,万盛西站,1994,2290,FALSE
通州区,www.ziroom.com/x/759847933.html,DBC加州小镇C区,3,南,15.08,6/14,高楼金站,178,2390,TRUE
通州区,www.ziroom.com/x/634008667.html,天时名苑,3,北,13,23/28,通州北苑站,417,2330,FALSE
通州区,www.ziroom.com/x/769664333.html,阿尔法社区二期,4,南,23.4,3/6,万盛东站,1842,2330,FALSE
通州区,www.ziroom.com/x/807870310.html,新华联家园南区,3,北,12.65,4/7,果园站,952,2290,FALSE
通州区,www.ziroom.com/x/624206163.html,新华联锦园,3,南,20.8,6/6,通州北苑站,1273,2370,FALSE
通州区,www.ziroom.com/x/617482395.html,新华联家园南区,3,北,13.36,3/12,果园站,952,2290,FALSE
通州区,www.ziroom.com/x/807867230.html,K2玉蘭湾,3,北,8.1,19/27,九棵树站,502,2290,FALSE
通州区,www.ziroom.com/x/792760324.html,运河湾,3,北,10.9,13/18,北运河西站,815,2290,TRUE
通州区,www.ziroom.com/x/752021876.html,久居雅园,3,南,16.7,1/12,群芳站,1205,2360,FALSE
通州区,www.ziroom.com/x/733022777.html,广通小区,4,北,13.84,1/28,通州北苑站,518,2330,FALSE
通州区,www.ziroom.com/x/732682792.html,雅丽世居,2,南,10.3,13/18,果园站,373,2330,TRUE
通州区,www.ziroom.com/x/637983706.html,天赐良园东三期A区,5,南,13.8,5/6,物资学院路站,358,2360,FALSE
通州区,www.ziroom.com/x/744757643.html,香林郡,3,南,14.4,5/7,北运河西站,489,2370,FALSE
通州区,www.ziroom.com/x/742510735.html,华兴园,4,北,21.1,1/6,通州北苑站,672,2370,FALSE
通州区,www.ziroom.com/x/721909487.html,次渠嘉园,3,南,12.4,11/27,次渠南站,585,2360,FALSE
通州区,www.ziroom.com/x/744914589.html,DBC加州小镇C区,3,南,11.2,8/14,高楼金站,178,2370,FALSE
通州区,www.ziroom.com/x/738131185.html,荔景园,3,南,19,4/6,北运河东站,1704,2370,FALSE
通州区,www.ziroom.com/x/720135745.html,天赐良园东三期A区,3,南,10,2/6,物资学院路站,358,2330,FALSE
通州区,www.ziroom.com/x/770552853.html,富河园,3,南,15.2,5/6,通州北关站,1218,2360,FALSE
通州区,www.ziroom.com/x/737189218.html,BOBO自由城,3,南,17,1/10,北运河西站,1229,2360,FALSE
通州区,www.ziroom.com/x/737740857.html,阿尔法社区三期,3,南,14,4/6,万盛东站,1341,2330,FALSE
通州区,www.ziroom.com/x/807152978.html,香林郡,5,南,16.9,6/7,北运河西站,489,2430,FALSE
通州区,www.ziroom.com/x/759383109.html,北人家园,2,南,11.7,13/16,北运河西站,1261,2330,TRUE
通州区,www.ziroom.com/x/763929208.html,天赐良园二期,5,北,12,4/6,物资学院路站,411,2330,FALSE
通州区,www.ziroom.com/x/763730164.html,北苑南路20号院,2,北,11.6,5/6,果园站,269,2360,FALSE
通州区,www.ziroom.com/x/749556912.html,蓝调沙龙西区,5,南,23.45,6/6,九棵树站,977,2390,FALSE
通州区,www.ziroom.com/x/755446364.html,阿尔法社区二期,3,南,18.72,5/6,万盛东站,1842,2360,FALSE
通州区,www.ziroom.com/x/745755191.html,欣桥家园,3,南,13.9,2/12,花庄站,1206,2360,FALSE
通州区,www.ziroom.com/x/741971221.html,富河园,3,南,15.2,4/6,通州北关站,1218,2370,FALSE
通州区,www.ziroom.com/x/631616864.html,蓝调沙龙东区,3,北,12.5,4/6,九棵树站,833,2330,FALSE
通州区,www.ziroom.com/x/754455024.html,西马庄园,3,南,24.2,6/6,八里桥站,1610,2360,FALSE
通州区,www.ziroom.com/x/735773212.html,旗舰凯旋一期,3,南,16.38,5/6,九棵树站,2027,2330,FALSE
通州区,www.ziroom.com/x/714339413.html,DBC加州小镇,3,南,12.35,4/6,高楼金站,822,2360,FALSE
通州区,www.ziroom.com/x/769238988.html,旗舰凯旋二三期,3,南,17.3,5/6,万盛西站,1994,2360,FALSE
通州区,www.ziroom.com/x/717584839.html,运河湾,3,南,14.1,21/28,北运河西站,815,2390,FALSE
通州区,www.ziroom.com/x/740914891.html,DBC加州小镇C区,2,北,10.2,3/14,高楼金站,178,2370,FALSE
通州区,www.ziroom.com/x/749036895.html,蓝调沙龙东区,3,南,13.9,3/5,九棵树站,833,2390,FALSE
通州区,www.ziroom.com/x/723052050.html,富河园,5,南,15.8,6/7,通州北关站,1218,2370,FALSE
通州区,www.ziroom.com/x/807921396.html,新华联家园南区,3,北,11.6,2/6,果园站,952,2330,FALSE
通州区,www.ziroom.com/x/742333807.html,K2玉蘭湾,3,南,10.1,11/27,九棵树站,502,2370,FALSE
通州区,www.ziroom.com/x/807902258.html,富河园,3,南,15.1,6/6,通州北关站,1218,2390,FALSE
通州区,www.ziroom.com/x/768557175.html,温榆风格,3,北,10.5,3/6,物资学院路站,546,2360,FALSE
通州区,www.ziroom.com/x/766746379.html,温榆风格,3,北,10.5,4/6,物资学院路站,546,2360,FALSE
通州区,www.ziroom.com/x/724230891.html,日光清城,3,南,10.5,7/11,果园站,206,2390,FALSE
通州区,www.ziroom.com/x/745988961.html,格兰晴天,3,北,14.8,4/9,梨园站,1066,2370,FALSE
通州区,www.ziroom.com/x/747185359.html,时尚街区东区,3,西,10.72,6/20,梨园站,313,2370,FALSE
通州区,www.ziroom.com/x/738376692.html,新华联锦园,3,南,13.51,5/6,通州北苑站,1273,2370,FALSE
通州区,www.ziroom.com/x/743688897.html,阿尔法社区二期,2,北,20.59,5/6,万盛东站,1842,2370,FALSE
通州区,www.ziroom.com/x/749455353.html,京贸国际公寓,2,南,9.4,9/29,八里桥站,503,2370,FALSE
通州区,www.ziroom.com/x/759789345.html,新通国际花园,3,北,10.8,12/14,梨园站,492,2360,FALSE
通州区,www.ziroom.com/x/735516841.html,天时名苑,4,南,16.5,6/15,通州北苑站,417,2460,TRUE
通州区,www.ziroom.com/x/763657996.html,新城阳光,2,南,14.7,1/15,梨园站,1197,2390,FALSE
通州区,www.ziroom.com/x/807333207.html,西上园三区,3,南,12,5/6,北运河西站,1072,2360,TRUE
通州区,www.ziroom.com/x/794989772.html,新城阳光,2,南,13.4,2/15,梨园站,1197,2390,FALSE
通州区,www.ziroom.com/x/747411078.html,BOBO自由城,3,北,16,5/5,北运河西站,1229,2370,FALSE
通州区,www.ziroom.com/x/623334785.html,当代名筑,2,南,10.4,6/12,九棵树站,697,2370,FALSE
通州区,www.ziroom.com/x/739780573.html,竹木厂小区,2,南,15,1/6,八里桥站,1461,2370,FALSE
通州区,www.ziroom.com/x/719598559.html,北杨洼小区,3,南,10.61,6/6,梨园站,595,2370,FALSE
通州区,www.ziroom.com/x/748684397.html,旗舰凯旋二三期,3,南,21.4,1/6,万盛西站,1994,2390,FALSE
通州区,www.ziroom.com/x/750994161.html,水仙园,3,南,20.6,2/6,北运河东站,2373,2370,FALSE
通州区,www.ziroom.com/x/739929468.html,8哩岛,4,东,12.4,9/10,物资学院路站,938,2370,FALSE
通州区,www.ziroom.com/x/714783964.html,阿尔法社区三期,2,南,15.4,6/6,万盛东站,1341,2390,FALSE
通州区,www.ziroom.com/x/715270516.html,华业东方玫瑰C区,3,东南,15.9,24/27,临河里站,878,2430,FALSE
通州区,www.ziroom.com/x/761838179.html,馨通家园,3,南,22.46,4/6,通州北苑站,1862,2390,TRUE
通州区,www.ziroom.com/x/744678297.html,新华联家园北区,3,北,11.6,5/7,果园站,584,2370,FALSE
通州区,www.ziroom.com/x/742276965.html,博客园,3,南,13.6,3/11,北运河西站,1402,2370,FALSE
通州区,www.ziroom.com/x/769664915.html,阿尔法社区,3,南,14.7,3/6,万盛东站,1952,2360,FALSE
通州区,www.ziroom.com/x/743737688.html,东阁雅舍,2,北,14.2,6/25,通州北关站,1346,2370,FALSE
通州区,www.ziroom.com/x/762125493.html,靓景明居,3,南,17.8,4/6,果园站,1931,2390,FALSE
通州区,www.ziroom.com/x/760990593.html,新华联锦园,2,南,13.5,5/6,通州北苑站,1273,2390,FALSE
通州区,www.ziroom.com/x/746858760.html,瑞都国际南区,4,西南,10.64,1/11,九棵树站,424,2370,FALSE
通州区,www.ziroom.com/x/618618975.html,怡乐北街,3,南,16.4,4/6,果园站,1080,2430,FALSE
通州区,www.ziroom.com/x/742111095.html,瑞都国际北区,3,南,7.78,19/24,九棵树站,379,2370,FALSE
通州区,www.ziroom.com/x/651140118.html,华诚花园,3,南,7.9,4/6,物资学院路站,157,2370,FALSE
通州区,www.ziroom.com/x/709990515.html,翠屏北里东区,2,南,10.95,1/6,果园站,951,2360,FALSE
通州区,www.ziroom.com/x/715739996.html,瑞都国际北区,3,南,7.86,9/24,九棵树站,379,2360,FALSE
通州区,www.ziroom.com/x/807212366.html,富河园,5,南,12.8,6/7,通州北关站,1218,2360,FALSE
通州区,www.ziroom.com/x/736195938.html,世纪星城,3,南,13.3,8/10,果园站,1216,2390,FALSE
通州区,www.ziroom.com/x/740920905.html,杨庄22号院,3,南,12.27,4/5,通州北苑站,1180,2370,FALSE
通州区,www.ziroom.com/x/795129549.html,富河园,4,南,13.59,6/7,通州北关站,1218,2390,FALSE
通州区,www.ziroom.com/x/768741863.html,天时名苑,4,北,11.3,26/28,通州北苑站,417,2390,FALSE
通州区,www.ziroom.com/x/763447700.html,瑞都国际南区,3,北,10.8,8/24,九棵树站,424,2390,FALSE
通州区,www.ziroom.com/x/807150311.html,新建村,3,南,9.5,9/28,物资学院路站,806,2390,FALSE
通州区,www.ziroom.com/x/735049689.html,海棠湾二期,2,南,10.9,4/27,群芳站,1219,2370,FALSE
通州区,www.ziroom.com/x/807248822.html,澜花语岸,3,西,15.15,5/6,通州北关站,1571,2390,FALSE
通州区,www.ziroom.com/x/768571725.html,新华联家园北区,4,北,11.9,4/7,果园站,584,2390,FALSE
通州区,www.ziroom.com/x/778054445.html,瑞都公园世家南区,3,北,10.2,13/18,高楼金站,495,2390,FALSE
通州区,www.ziroom.com/x/750983588.html,时尚街区西区,3,北,11.6,6/10,梨园站,553,2390,FALSE
通州区,www.ziroom.com/x/768102439.html,怡乐北街,2,北,13.6,2/6,果园站,1080,2390,FALSE
通州区,www.ziroom.com/x/763394253.html,海棠湾一期,2,南,11.8,2/17,群芳站,1158,2390,FALSE
通州区,www.ziroom.com/x/761990275.html,苏荷时代,3,南,10.7,6/18,果园站,744,2390,FALSE
通州区,www.ziroom.com/x/756439838.html,新通国际花园,2,南,8.2,12/15,梨园站,492,2390,FALSE
通州区,www.ziroom.com/x/740483047.html,富河园,5,南,16.9,1/7,通州北关站,1218,2430,FALSE
通州区,www.ziroom.com/x/751882972.html,新华联家园北区,2,南,12.73,1/7,果园站,584,2430,FALSE
通州区,www.ziroom.com/x/767386676.html,葛布店东里,3,南,16.92,3/6,梨园站,1100,2460,FALSE
通州区,www.ziroom.com/x/757325836.html,北人家园,2,南,13,7/27,北运河西站,1261,2430,FALSE
通州区,www.ziroom.com/x/752134881.html,新华联家园北区,4,南,12.9,6/7,果园站,584,2430,FALSE
通州区,www.ziroom.com/x/769069917.html,新建村,3,北,10.02,3/22,物资学院路站,806,2390,FALSE
通州区,www.ziroom.com/x/769419117.html,达富苑,2,南,11.8,7/7,果园站,457,2430,FALSE
通州区,www.ziroom.com/x/807861644.html,富河园,4,南,15.3,6/7,通州北关站,1218,2430,FALSE
通州区,www.ziroom.com/x/795771398.html,运河湾,3,北,10,11/33,北运河西站,815,2390,FALSE
通州区,www.ziroom.com/x/732618869.html,百合湾,6,南,22.7,16/20,北运河东站,1860,2430,FALSE
通州区,www.ziroom.com/x/710684744.html,世纪星城三期,3,南,14.8,18/32,果园站,1590,2430,FALSE
通州区,www.ziroom.com/x/718273927.html,时尚街区东区,2,西,10.46,8/20,梨园站,313,2430,FALSE
通州区,www.ziroom.com/x/715461315.html,桃花岛,3,南,14.1,3/6,万盛东站,714,2460,FALSE
通州区,www.ziroom.com/x/760597452.html,格瑞雅居,3,南,14.33,6/6,果园站,1263,2430,FALSE
通州区,www.ziroom.com/x/763068042.html,蓝调沙龙东区,3,南,17.8,3/6,九棵树站,833,2490,FALSE
通州区,www.ziroom.com/x/764241742.html,日光清城,3,南,12.23,1/7,果园站,206,2460,FALSE
通州区,www.ziroom.com/x/760037083.html,澜花语岸,4,南,22.4,4/6,通州北关站,1571,2460,FALSE
通州区,www.ziroom.com/x/712026448.html,怡乐北街,3,南,13,5/6,果园站,1080,2430,FALSE
通州区,www.ziroom.com/x/746833249.html,西潞苑小区,3,南,25.3,2/6,通州北关站,2168,2430,TRUE
通州区,www.ziroom.com/x/734826686.html,苏荷时代,3,北,12.9,6/11,果园站,744,2430,FALSE
通州区,www.ziroom.com/x/711763287.html,达富苑,3,南,12.7,5/7,果园站,457,2460,FALSE
通州区,www.ziroom.com/x/769274490.html,金隅花石匠二期东区,2,北,15.2,8/15,土桥站,1592,2430,FALSE
通州区,www.ziroom.com/x/716661593.html,运河湾,3,东南,11,21/32,北运河西站,815,2430,FALSE
通州区,www.ziroom.com/x/751743583.html,孙王场小区,2,南,11.8,6/18,九棵树站,1237,2430,FALSE
通州区,www.ziroom.com/x/727459730.html,方恒东景,2,南,10,10/27,土桥站,214,2460,FALSE
通州区,www.ziroom.com/x/752206564.html,温榆风格,3,北,10.6,2/6,物资学院路站,546,2430,TRUE
通州区,www.ziroom.com/x/719926225.html,新华联家园南区,4,南,11.8,3/7,果园站,952,2430,FALSE
通州区,www.ziroom.com/x/778705509.html,富河园,4,南,17.7,6/7,通州北关站,1218,2490,FALSE
通州区,www.ziroom.com/x/772136766.html,梨园小镇,2,南,13.5,7/13,梨园站,404,2490,TRUE
通州区,www.ziroom.com/x/721199156.html,温榆风格,3,北,10.5,6/6,物资学院路站,546,2430,TRUE
通州区,www.ziroom.com/x/752073092.html,当代名筑,3,南,14.3,5/6,九棵树站,697,2490,FALSE
通州区,www.ziroom.com/x/763990512.html,澜花语岸,2,南,12.9,3/6,通州北关站,1571,2430,FALSE
通州区,www.ziroom.com/x/792070557.html,葵花社,3,西北,10.8,4/11,果园站,872,2430,FALSE
通州区,www.ziroom.com/x/807375851.html,广通小区,3,北,8.5,7/28,通州北苑站,518,2430,FALSE
通州区,www.ziroom.com/x/767056100.html,运河湾,2,南,10.9,12/33,北运河西站,815,2460,FALSE
通州区,www.ziroom.com/x/739256676.html,怡佳家园,5,北,18,23/23,通州北苑站,904,2490,FALSE
通州区,www.ziroom.com/x/807925211.html,新华联家园北区,3,东,11.8,6/12,果园站,584,2460,FALSE
通州区,www.ziroom.com/x/745760623.html,西上园四区,2,南,13.8,6/7,北运河西站,956,2490,FALSE
通州区,www.ziroom.com/x/764203039.html,阿尔法社区,3,南,20.1,2/6,万盛东站,1952,2490,FALSE
通州区,www.ziroom.com/x/635518125.html,天赐良园一期,3,南,10.8,6/7,物资学院路站,123,2490,FALSE
通州区,www.ziroom.com/x/618765534.html,新华联家园南区,3,南,12,3/7,果园站,952,2460,FALSE
通州区,www.ziroom.com/x/749626267.html,阿尔法社区二期,4,南,19.86,5/6,万盛东站,1842,2490,FALSE
通州区,www.ziroom.com/x/734120914.html,运河明珠,3,北,12.1,15/29,北运河西站,315,2490,FALSE
通州区,www.ziroom.com/x/765363159.html,新华联家园南区,3,南,13.7,5/7,果园站,952,2490,FALSE
通州区,www.ziroom.com/x/807289975.html,苏荷时代,3,北,10.95,7/18,果园站,744,2460,FALSE
通州区,www.ziroom.com/x/792188703.html,DBC加州小镇,3,南,12.9,4/8,高楼金站,822,2490,FALSE
通州区,www.ziroom.com/x/771021751.html,京贸国际公寓,4,北,10.6,28/29,八里桥站,503,2460,FALSE
通州区,www.ziroom.com/x/693937340.html,广通小区,4,北,12.3,17/24,通州北苑站,518,2490,FALSE
通州区,www.ziroom.com/x/752821544.html,新通国际花园,3,北,11.9,5/14,梨园站,492,2490,FALSE
通州区,www.ziroom.com/x/807044135.html,时尚街区东区,3,东,11.2,5/13,梨园站,313,2490,FALSE
通州区,www.ziroom.com/x/761461140.html,BOBO自由城,2,南,13.4,4/5,北运河西站,1229,2490,FALSE
通州区,www.ziroom.com/x/807331653.html,时尚街区东区,3,西,10.8,13/18,梨园站,313,2490,FALSE
通州区,www.ziroom.com/x/744653077.html,K2玉蘭湾,4,北,11.6,17/27,九棵树站,502,2490,FALSE
通州区,www.ziroom.com/x/765939630.html,邓家窑,2,南,10.5,1/6,物资学院路站,405,2490,FALSE
通州区,www.ziroom.com/x/756185504.html,怡佳家园,4,南,12.5,11/23,通州北苑站,904,2490,FALSE
通州区,www.ziroom.com/x/807106568.html,新建村,3,南,9.51,5/28,物资学院路站,806,2490,FALSE
通州区,www.ziroom.com/x/767313441.html,新建村,3,南,9.9,20/28,物资学院路站,806,2490,FALSE
通州区,www.ziroom.com/x/727401336.html,富河园,3,南,13,4/7,通州北关站,1218,2490,FALSE
通州区,www.ziroom.com/x/769104934.html,新华联锦园,3,南,12.35,6/6,通州北苑站,1273,2490,FALSE
通州区,www.ziroom.com/x/769286906.html,新建村,2,北,10.02,22/28,物资学院路站,806,2490,FALSE
通州区,www.ziroom.com/x/635521116.html,天赐良园一期,3,北,8.8,6/7,物资学院路站,123,2490,FALSE
通州区,www.ziroom.com/x/807303625.html,新通国际花园,3,北,9.5,4/6,梨园站,492,2490,FALSE
通州区,www.ziroom.com/x/740923233.html,杨庄22号院,3,南,11.87,4/5,通州北苑站,1180,2370,FALSE
通州区,www.ziroom.com/x/623150340.html,时尚街区西区,3,南,9,8/20,梨园站,553,2370,FALSE
通州区,www.ziroom.com/x/807080563.html,新建村,3,南,9.51,28/28,物资学院路站,806,2430,FALSE
通州区,www.ziroom.com/x/769968913.html,阿尔法社区三期,2,北,12.86,2/6,万盛东站,1341,2360,FALSE
通州区,www.ziroom.com/x/807889770.html,绣江南,3,东,9.86,5/6,万盛东站,640,2090,FALSE
通州区,www.ziroom.com/x/755259445.html,荔景园,2,南,13.6,3/6,北运河东站,1704,2370,TRUE
通州区,www.ziroom.com/x/737892177.html,桃花岛,3,北,10.82,2/6,万盛东站,714,1990,FALSE
通州区,www.ziroom.com/x/769935060.html,时尚街区西区,3,东,10.18,4/18,梨园站,553,2090,FALSE
通州区,www.ziroom.com/x/779644178.html,桃花岛,3,北,10.7,2/6,万盛东站,714,1890,FALSE
通州区,www.ziroom.com/x/794667150.html,方恒东景,3,东,8.21,2/29,土桥站,214,2130,FALSE
通州区,www.ziroom.com/x/712940285.html,花涧溪,3,北,12.5,6/6,临河里站,807,2070,FALSE
通州区,www.ziroom.com/x/795570220.html,瑞都公园世家北区,3,南,9.37,8/11,高楼金站,840,2190,TRUE
通州区,www.ziroom.com/x/741946389.html,澜花语岸,2,南,13.5,4/6,通州北关站,1571,2370,FALSE
通州区,www.ziroom.com/x/724935596.html,新建村,3,南,9.4,4/25,物资学院路站,806,2290,FALSE
通州区,www.ziroom.com/x/736587139.html,时尚街区西区,2,南,8.4,16/18,梨园站,553,2260,FALSE
通州区,www.ziroom.com/x/719783053.html,温榆风格,3,北,9.28,2/6,物资学院路站,546,2360,FALSE
通州区,www.ziroom.com/x/777696903.html,长桥园公寓,3,北,10.7,9/12,八里桥站,749,2460,FALSE
通州区,www.ziroom.com/x/719108127.html,大方居,3,北,17.5,3/22,万盛西站,2072,2190,FALSE
通州区,www.ziroom.com/x/631622846.html,蓝调沙龙东区,3,南,9.17,4/6,九棵树站,833,2090,FALSE
通州区,www.ziroom.com/x/714978255.html,K2玉蘭湾,5,北,9.8,23/27,九棵树站,502,2360,FALSE
通州区,www.ziroom.com/x/712185334.html,旗舰凯旋二三期,2,北,16.5,6/6,万盛西站,1994,2230,FALSE
通州区,www.ziroom.com/x/730890426.html,北杨洼小区,5,南,8.44,5/6,梨园站,595,1960,FALSE
通州区,www.ziroom.com/x/790093309.html,达富苑,3,北,9.5,6/7,果园站,457,2030,FALSE
通州区,www.ziroom.com/x/713648482.html,云景里南大门,3,南,12.5,5/6,梨园站,1367,1890,FALSE
通州区,www.ziroom.com/x/737315318.html,财富东方,2,南,12.9,17/26,通州北关站,1693,2370,FALSE
通州区,www.ziroom.com/x/728145908.html,K2清水湾,2,南,17.2,14/27,通州北关站,2624,2060,FALSE
通州区,www.ziroom.com/x/765363741.html,新华联家园南区,3,北,11.8,5/7,果园站,952,2190,FALSE
通州区,www.ziroom.com/x/739754189.html,花涧溪,3,南,10,1/12,临河里站,807,2370,FALSE
通州区,www.ziroom.com/x/775347660.html,财富东方,3,南,12,9/26,通州北关站,1693,2390,FALSE
通州区,www.ziroom.com/x/621969892.html,新华联锦园,3,南,11.9,4/6,通州北苑站,1273,2230,FALSE
通州区,www.ziroom.com/x/741257107.html,久居雅园,3,北,13.36,9/12,群芳站,1205,2070,FALSE
通州区,www.ziroom.com/x/752102871.html,西潞苑小区,4,南,16.3,2/6,通州北关站,2168,2090,FALSE
通州区,www.ziroom.com/x/628588975.html,新华联锦园,4,南,11.5,5/6,通州北苑站,1273,2260,FALSE
通州区,www.ziroom.com/x/710087806.html,富河园,3,东,13.5,6/7,通州北关站,1218,1960,FALSE
通州区,www.ziroom.com/x/762962118.html,新华联家园南区,3,北,11.7,4/7,果园站,952,2090,FALSE
通州区,www.ziroom.com/x/762932727.html,绣江南,2,北,9.9,4/6,万盛东站,640,1990,FALSE
通州区,www.ziroom.com/x/807870772.html,BOBO自由城,3,北,10.6,2/5,北运河西站,1229,2160,TRUE
通州区,www.ziroom.com/x/807304045.html,时尚街区西区,3,南,8.32,3/20,梨园站,553,2330,FALSE
通州区,www.ziroom.com/x/720341385.html,加华印象街,2,南,15,6/11,北运河西站,2041,2370,FALSE
通州区,www.ziroom.com/x/638096367.html,时尚街区西区,3,南,8.3,7/20,梨园站,553,2230,FALSE
通州区,www.ziroom.com/x/807123396.html,时尚街区西区,3,南,8.3,7/20,梨园站,553,2030,FALSE
通州区,www.ziroom.com/x/807291550.html,澜花语岸,4,南,14.56,6/6,通州北关站,1571,2230,FALSE
通州区,www.ziroom.com/x/807870562.html,武夷花园牡丹园,4,南,17,6/7,北运河东站,2799,2160,TRUE
通州区,www.ziroom.com/x/807927150.html,西马庄园,5,南,14.6,6/6,八里桥站,1610,1830,FALSE
通州区,www.ziroom.com/x/765078173.html,杨庄22号院,3,南,11.5,4/6,通州北苑站,1180,2090,FALSE
