,formatted_block,geo_code,district,link,block,compartment_amount,orientation,area,floor,metro_location,metro_location_distance,price,sublet
1182,丰台区右外东庄,"116.381035,39.870041",丰台区,www.ziroom.com/x/807350189.html,右外东庄,3,北,10.0,4/6,北京南站站,727,2490,False
1183,丰台区洋桥71号院,"116.382699,39.852402",丰台区,www.ziroom.com/x/791493892.html,洋桥71号院,3,南,8.5,16/24,角门东站,1056,2490,False
1184,丰台区青塔中街44号院,"116.266219,39.892829",丰台区,www.ziroom.com/x/742254655.html,青塔中街44号院,4,南,13.8,6/12,五棵松站,2249,2460,True
1185,丰台区晨光小区,"116.375108,39.848940",丰台区,www.ziroom.com/x/723366621.html,晨光小区,3,北,11.0,4/12,马家堡站,941,2430,False
1186,丰台区晓月新城,"116.241137,39.835206",丰台区,www.ziroom.com/x/716347410.html,晓月新城,3,西,18.0,3/24,,丰台卢沟桥,2260,False
1187,丰台区丰卉家园,"116.265961,39.853293",丰台区,www.ziroom.com/x/749101109.html,丰卉家园,3,南,14.5,3/6,大井站,2225,2230,False
1188,丰台区卢沟桥南里,"116.234538,39.847642",丰台区,www.ziroom.com/x/791102303.html,卢沟桥南里,3,南,12.0,6/6,大瓦窑站,1539,2090,False
1189,丰台区望园西里,"116.287164,39.867199",丰台区,www.ziroom.com/x/766913025.html,望园西里,3,北,8.1,3/6,七里庄站,679,2330,False
1190,丰台区西马金润二区,"116.381303,39.838893",丰台区,www.ziroom.com/x/632788339.html,西马金润二区,4,南,9.2,3/14,角门东站,1221,2460,True
1191,丰台区洋桥西里,"116.379617,39.858361",丰台区,www.ziroom.com/x/807896294.html,洋桥西里,3,北,9.0,5/5,北京南站站,1213,2230,False
1192,丰台区芳城园一区,"116.435732,39.869467",丰台区,www.ziroom.com/x/729950981.html,芳城园一区,4,北,9.85,7/31,方庄站,733,2460,False
1193,丰台区新华街七里,"116.286681,39.842014",丰台区,www.ziroom.com/x/748124416.html,新华街七里,3,西南,8.6,23/24,丰台南路站,915,2190,True
1194,丰台区城市经典,"116.292869,39.833456",丰台区,www.ziroom.com/x/698620249.html,城市经典,3,东,7.4,16/18,科怡路站,505,2460,False
1195,丰台区丰卉家园,"116.265961,39.853293",丰台区,www.ziroom.com/x/788808253.html,丰卉家园,3,南,14.5,1/6,大井站,2225,2260,False
1196,丰台区新华街五里,"116.289129,39.843477",丰台区,www.ziroom.com/x/749269210.html,新华街五里,3,东南,9.0,24/24,丰台南路站,798,2460,False
1197,丰台区春园小区,"116.255817,39.890519",丰台区,www.ziroom.com/x/747417480.html,春园小区,3,北,13.6,11/24,玉泉路站,2146,2490,False
1198,丰台区方庄南路18号院,"116.441030,39.851309",丰台区,www.ziroom.com/x/723669164.html,方庄南路18号院,3,东,7.4,9/20,成寿寺站,865,2460,False
1199,丰台区南庭新苑南区,"116.368929,39.802918",丰台区,www.ziroom.com/x/775832563.html,南庭新苑南区,3,南,6.01,12/16,新宫站,1176,1960,False
1200,丰台区南庭新苑南区,"116.368929,39.802918",丰台区,www.ziroom.com/x/775844106.html,南庭新苑南区,3,南,6.01,2/16,新宫站,1176,1690,False
1201,丰台区南庭新苑南区,"116.368929,39.802918",丰台区,www.ziroom.com/x/780974533.html,南庭新苑南区,3,南,6.0,3/16,新宫站,1176,1860,False
1202,丰台区南庭新苑南区,"116.368929,39.802918",丰台区,www.ziroom.com/x/776577426.html,南庭新苑南区,3,南,6.0,7/16,新宫站,1176,1790,False
1203,丰台区石榴园南里小区,"116.418167,39.844128",丰台区,www.ziroom.com/x/793686286.html,石榴园南里小区,3,东,7.4,6/6,石榴庄站,435,2430,False
1204,丰台区建欣苑四里,"116.395192,39.841773",丰台区,www.ziroom.com/x/712021210.html,建欣苑四里,3,北,8.0,5/6,大红门南站,667,2330,False
1205,丰台区开阳里八区,"116.372820,39.865331",丰台区,www.ziroom.com/x/733500890.html,开阳里八区,5,北,8.7,6/6,北京南站站,685,2390,False
1206,丰台区嘉园二里,"116.367677,39.848633",丰台区,www.ziroom.com/x/721669315.html,嘉园二里,3,北,6.51,2/6,角门西站,415,2190,False
1207,丰台区万年花城三期,"116.322194,39.839391",丰台区,www.ziroom.com/x/768423994.html,万年花城三期,3,北,6.1,2/14,首经贸站,713,2390,False
1208,丰台区西马金润二区,"116.381303,39.838893",丰台区,www.ziroom.com/x/741909141.html,西马金润二区,3,北,9.8,3/6,角门东站,1221,2260,False
1209,丰台区万年花城三期,"116.322194,39.839391",丰台区,www.ziroom.com/x/718858352.html,万年花城三期,3,北,7.0,5/14,首经贸站,713,2160,False
1210,丰台区幸福家园1号院,"116.310354,39.818127",丰台区,www.ziroom.com/x/726675194.html,幸福家园1号院,3,北,7.93,9/18,白盆窑站,896,2260,False
1211,丰台区恒富花园1号院,"116.295289,39.836541",丰台区,www.ziroom.com/x/768507123.html,恒富花园1号院,3,东,8.2,5/6,科怡路站,763,2390,False
1212,丰台区南三环中路,"116.407214,39.857128",丰台区,www.ziroom.com/x/726369838.html,南三环中路,4,南,9.2,8/16,刘家窑站,806,2490,False
1213,丰台区定安西里,"116.412761,39.858973",丰台区,www.ziroom.com/x/730626489.html,定安西里,3,北,10.7,1/6,刘家窑站,937,2460,False
1214,丰台区鸿业兴园一区,"116.306665,39.836179",丰台区,www.ziroom.com/x/659935652.html,鸿业兴园一区,4,南,9.6,19/21,丰台南路站,1366,2390,False
1215,丰台区南三环中路,"116.407214,39.857128",丰台区,www.ziroom.com/x/652494044.html,南三环中路,2,北,10.0,12/18,刘家窑站,806,2460,True
1216,丰台区永善里,"116.285567,39.848943",丰台区,www.ziroom.com/x/716437426.html,永善里,3,南,9.4,8/24,丰台东大街站,1371,2490,False
1217,丰台区角门甲8号院,"116.381745,39.849612",丰台区,www.ziroom.com/x/775581236.html,角门甲8号院,7,北,10.1,21/21,角门东站,881,2160,False
1218,丰台区西马金润一区,"116.382862,39.837978",丰台区,www.ziroom.com/x/717179185.html,西马金润一区,3,北,10.1,14/16,角门东站,1224,2390,False
1219,丰台区大井北里,"116.272762,39.868564",丰台区,www.ziroom.com/x/792133607.html,大井北里,3,北,6.9,6/6,大井站,482,2260,False
1220,丰台区同仁园,"116.419376,39.854215",丰台区,www.ziroom.com/x/755663838.html,同仁园,3,东,8.0,1/25,刘家窑站,450,2230,False
1221,丰台区南苑北里一区,"116.399598,39.810375",丰台区,www.ziroom.com/x/807174860.html,南苑北里一区,3,西,8.09,4/6,和义站,865,2060,False
1222,丰台区中国玺,"116.354849,39.858934",丰台区,www.ziroom.com/x/778235544.html,中国玺,4,北,13.5,14/25,马家堡站,2169,2490,False
1223,丰台区马家堡路8号院,"116.386409,39.864243",丰台区,www.ziroom.com/x/613222214.html,马家堡路8号院,3,北,10.8,6/6,北京南站站,956,2290,True
1224,丰台区马家堡甲116号院,"116.382401,39.854167",丰台区,www.ziroom.com/x/757967588.html,马家堡甲116号院,3,南,7.9,4/18,马家堡站,1145,2430,False
1225,丰台区草桥矿冶小区,"116.354858,39.849173",丰台区,www.ziroom.com/x/756154270.html,草桥矿冶小区,2,北,10.4,2/6,草桥站,1150,2490,False
1226,丰台区南苑北里三区,"116.394902,39.811035",丰台区,www.ziroom.com/x/795921457.html,南苑北里三区,3,北,9.04,5/6,和义站,1093,1960,False
1227,丰台区石榴园北里小区,"116.417875,39.847876",丰台区,www.ziroom.com/x/760293163.html,石榴园北里小区,3,西,8.8,5/6,石榴庄站,801,2490,False
1228,丰台区南顶村,"116.408469,39.842533",丰台区,www.ziroom.com/x/746653217.html,南顶村,3,北,10.18,1/5,石榴庄站,623,2430,False
1229,丰台区富锦嘉园四区,"116.284672,39.815577",丰台区,www.ziroom.com/x/786821790.html,富锦嘉园四区,4,南,10.5,2/7,大葆台站,1593,2430,True
1230,丰台区望园西里,"116.287164,39.867199",丰台区,www.ziroom.com/x/760683588.html,望园西里,3,西,7.6,4/6,七里庄站,679,2430,False
1231,丰台区大红门35号院,"116.382285,39.840836",丰台区,www.ziroom.com/x/730288347.html,大红门35号院,3,东,9.6,4/6,角门东站,1004,2490,False
1232,丰台区马公庄,"116.408818,39.855559",丰台区,www.ziroom.com/x/796084999.html,马公庄,3,北,10.34,2/6,海户屯站,1185,2290,False
1233,丰台区京投银泰万科西华府,"116.304455,39.812862",丰台区,www.ziroom.com/x/723185037.html,京投银泰万科西华府,4,北,7.8,14/20,郭公庄站,887,2260,False
1234,丰台区天伦锦城,"116.333884,39.816942",丰台区,www.ziroom.com/x/729902675.html,天伦锦城,3,南,11.67,5/9,白盆窑站,1985,2130,False
1235,丰台区远洋自然,"116.390175,39.840917",丰台区,www.ziroom.com/x/743566386.html,远洋自然,4,东,8.0,6/10,角门东站,746,2460,True
1236,丰台区北大街南里,"116.287785,39.858185",丰台区,www.ziroom.com/x/794888698.html,北大街南里,3,北,7.83,3/6,丰台东大街站,861,2290,False
1237,丰台区南庭新苑南区,"116.368929,39.802918",丰台区,www.ziroom.com/x/789473479.html,南庭新苑南区,3,南,6.0,2/16,新宫站,1176,1890,False
1238,丰台区西马金润二区,"116.381303,39.838893",丰台区,www.ziroom.com/x/751753380.html,西马金润二区,3,西,9.1,2/13,角门东站,1221,2130,False
1239,丰台区马家堡路8号院,"116.386409,39.864243",丰台区,www.ziroom.com/x/613214238.html,马家堡路8号院,3,南,9.0,6/6,北京南站站,956,2190,True
1240,丰台区长安新城,"116.264374,39.885193",丰台区,www.ziroom.com/x/768261616.html,长安新城,3,北,17.0,3/28,玉泉路站,2729,2190,False
1241,丰台区玉安园,"116.362184,39.849305",丰台区,www.ziroom.com/x/540867634.html,玉安园,4,西,10.88,1/20,马家堡站,1145,2290,True
1242,丰台区定安东里,"116.417336,39.861852",丰台区,www.ziroom.com/x/759150600.html,定安东里,3,北,9.0,5/18,刘家窑站,738,2490,False
1243,丰台区开阳里三区,"116.366930,39.864302",丰台区,www.ziroom.com/x/746152212.html,开阳里三区,3,北,10.0,2/6,北京南站站,1150,2290,False
1244,丰台区开阳里三区,"116.366930,39.864302",丰台区,www.ziroom.com/x/714348628.html,开阳里三区,3,东,10.4,6/6,北京南站站,1150,2430,False
1245,丰台区南华小区,"116.378494,39.839480",丰台区,www.ziroom.com/x/787481875.html,南华小区,3,北,8.9,17/18,公益西桥站,1051,2460,False
1246,丰台区丰益花园东区,"116.310914,39.859498",丰台区,www.ziroom.com/x/720234976.html,丰益花园东区,3,西,8.16,23/28,泥洼站,811,2230,False
1247,丰台区晓月苑五里,"116.239547,39.834559",丰台区,www.ziroom.com/x/769504380.html,晓月苑五里,3,西北,16.5,13/22,,丰台卢沟桥,2130,False
1248,丰台区鸿业兴园一区,"116.306665,39.836179",丰台区,www.ziroom.com/x/754799762.html,鸿业兴园一区,3,东,10.0,3/15,丰台南路站,1366,2390,True
1249,丰台区同馨家园,"116.249195,39.877955",丰台区,www.ziroom.com/x/765060713.html,同馨家园,3,北,11.5,11/28,郭庄子站,2099,2460,False
1250,丰台区和光里,"116.260814,39.860872",丰台区,www.ziroom.com/x/742346999.html,和光里,4,北,9.5,9/10,郭庄子站,1085,2160,True
1251,丰台区富卓苑,"116.378235,39.838490",丰台区,www.ziroom.com/x/636227989.html,富卓苑,3,东,9.0,5/6,公益西桥站,1011,2430,False
1252,丰台区彩虹嘉园,"116.268606,39.852283",丰台区,www.ziroom.com/x/660058283.html,彩虹嘉园,3,北,9.0,5/18,大井站,1249,2190,False
1253,丰台区富卓苑,"116.378235,39.838490",丰台区,www.ziroom.com/x/722285071.html,富卓苑,3,北,9.8,1/5,公益西桥站,1011,2260,False
1254,丰台区沸城小区,"116.236418,39.844891",丰台区,www.ziroom.com/x/716220728.html,沸城小区,3,南,16.85,11/23,,丰台卢沟桥,2160,False
1255,丰台区赵公口小区,"116.413136,39.855458",丰台区,www.ziroom.com/x/731758479.html,赵公口小区,3,南,6.5,2/21,刘家窑站,916,2260,False
1256,丰台区彩虹城一区,"116.416317,39.839461",丰台区,www.ziroom.com/x/719425802.html,彩虹城一区,3,北,7.4,9/22,石榴庄站,783,2360,False
1257,丰台区沸城小区,"116.236418,39.844891",丰台区,www.ziroom.com/x/807879242.html,沸城小区,3,南,16.0,1/14,,丰台卢沟桥,2290,False
1258,丰台区西马金润二区,"116.381303,39.838893",丰台区,www.ziroom.com/x/775573379.html,西马金润二区,3,北,9.6,5/6,角门东站,1221,2430,False
1259,丰台区刘家窑南里,"116.417535,39.860598",丰台区,www.ziroom.com/x/763836379.html,刘家窑南里,3,北,7.3,4/5,刘家窑站,691,2390,False
1260,丰台区御槐园,"116.373970,39.814156",丰台区,www.ziroom.com/x/717264060.html,御槐园,2,北,8.3,7/11,新宫站,1227,2030,True
1261,丰台区北大街南里,"116.287785,39.858185",丰台区,www.ziroom.com/x/807332066.html,北大街南里,3,北,8.25,5/6,丰台东大街站,861,2390,False
1262,丰台区彩虹嘉园,"116.268606,39.852283",丰台区,www.ziroom.com/x/710063556.html,彩虹嘉园,3,北,9.7,18/18,大井站,1249,2360,False
1263,丰台区开阳里八区,"116.372820,39.865331",丰台区,www.ziroom.com/x/713761875.html,开阳里八区,3,西,8.4,1/9,北京南站站,685,2430,False
1264,丰台区草桥欣园三区,"116.357627,39.843069",丰台区,www.ziroom.com/x/731104408.html,草桥欣园三区,3,北,7.6,5/6,草桥站,771,2160,False
1265,丰台区南庭新苑南区,"116.368929,39.802918",丰台区,www.ziroom.com/x/807868462.html,南庭新苑南区,3,西,7.1,12/16,新宫站,1176,1990,False
1266,丰台区枫南世嘉,"116.379383,39.841345",丰台区,www.ziroom.com/x/618326854.html,枫南世嘉,4,东北,9.36,1/14,角门东站,956,2260,False
1267,丰台区富锦嘉园四区,"116.284672,39.815577",丰台区,www.ziroom.com/x/650423275.html,富锦嘉园四区,4,南,10.46,5/7,大葆台站,1593,2370,False
1268,丰台区育仁里2号院,"116.309978,39.827641",丰台区,www.ziroom.com/x/744351407.html,育仁里2号院,3,北,9.3,3/6,花乡东桥站,1070,2370,True
1269,丰台区刘家窑南里,"116.417535,39.860598",丰台区,www.ziroom.com/x/790505656.html,刘家窑南里,3,北,7.2,3/5,刘家窑站,691,2430,False
1270,丰台区定安西里,"116.412761,39.858973",丰台区,www.ziroom.com/x/723487095.html,定安西里,3,南,7.2,5/6,刘家窑站,937,2460,False
1271,丰台区彩虹嘉园,"116.268606,39.852283",丰台区,www.ziroom.com/x/741175142.html,彩虹嘉园,3,北,9.2,1/18,大井站,1249,1960,False
1272,丰台区西马金润二区,"116.381303,39.838893",丰台区,www.ziroom.com/x/697073902.html,西马金润二区,3,南,6.6,5/6,角门东站,1221,2360,False
1273,丰台区蔚园小区,"116.262394,39.894159",丰台区,www.ziroom.com/x/696907403.html,蔚园小区,3,南,11.7,14/16,五棵松站,2072,2390,False
1274,丰台区芳古园一区,"116.424412,39.868713",丰台区,www.ziroom.com/x/772945067.html,芳古园一区,4,北,7.2,5/18,蒲黄榆站,454,2490,False
1275,丰台区富锦嘉园四区,"116.284672,39.815577",丰台区,www.ziroom.com/x/633779357.html,富锦嘉园四区,3,北,11.6,5/7,大葆台站,1593,2460,False
1276,丰台区右外东庄,"116.381035,39.870041",丰台区,www.ziroom.com/x/764056666.html,右外东庄,3,北,8.6,4/5,北京南站站,727,2460,False
1277,丰台区南顶村,"116.408469,39.842533",丰台区,www.ziroom.com/x/722922749.html,南顶村,3,东,8.8,10/18,石榴庄站,623,2490,True
1278,丰台区翠海明苑,"116.360204,39.809664",丰台区,www.ziroom.com/x/756841127.html,翠海明苑,3,北,8.8,3/6,新宫站,1098,2230,False
1279,丰台区怡海花园富润园,"116.301382,39.831687",丰台区,www.ziroom.com/x/767706776.html,怡海花园富润园,4,东,6.75,2/18,科怡路站,575,2360,False
1280,丰台区晓月新苑,"116.241475,39.835785",丰台区,www.ziroom.com/x/743339988.html,晓月新苑,3,北,18.3,7/21,,丰台卢沟桥,2060,False
1281,丰台区洋桥北里,"116.381072,39.862046",丰台区,www.ziroom.com/x/651777201.html,洋桥北里,3,西,9.25,6/14,北京南站站,1032,2490,False
1282,丰台区大红门35号院,"116.382285,39.840836",丰台区,www.ziroom.com/x/785093929.html,大红门35号院,3,北,9.4,6/6,角门东站,1004,2190,False
1283,丰台区万年花城三期,"116.322194,39.839391",丰台区,www.ziroom.com/x/740368878.html,万年花城三期,3,北,7.0,1/16,首经贸站,713,2190,False
1284,丰台区西马金润二区,"116.381303,39.838893",丰台区,www.ziroom.com/x/723905650.html,西马金润二区,3,西,9.3,12/15,角门东站,1221,2460,False
1285,丰台区洋桥71号院,"116.382699,39.852402",丰台区,www.ziroom.com/x/725476371.html,洋桥71号院,4,西,9.43,22/24,角门东站,1056,2370,True
1286,丰台区草桥矿冶小区,"116.354858,39.849173",丰台区,www.ziroom.com/x/726027137.html,草桥矿冶小区,3,北,10.1,2/6,草桥站,1150,2160,False
1287,丰台区鸿业兴园一区,"116.306665,39.836179",丰台区,www.ziroom.com/x/732523033.html,鸿业兴园一区,3,西北,10.8,1/16,丰台南路站,1366,2490,False
1288,丰台区京粮悦谷首城2号院,"116.287149,39.858427",丰台区,www.ziroom.com/x/807509236.html,京粮悦谷首城2号院,3,北,9.3,10/17,新宫站,1548,2260,False
1289,丰台区望园西里,"116.287164,39.867199",丰台区,www.ziroom.com/x/716883820.html,望园西里,3,北,7.3,4/6,七里庄站,679,2230,False
1290,丰台区海丰家园,"116.291227,39.891511",丰台区,www.ziroom.com/x/713579127.html,海丰家园,4,南,12.8,10/28,万寿路站,2071,2390,True
1291,丰台区银地家园,"116.333144,39.822204",丰台区,www.ziroom.com/x/724332256.html,银地家园,3,北,10.23,4/12,花乡东桥站,1535,2090,False
1292,丰台区育仁里2号院,"116.309978,39.827641",丰台区,www.ziroom.com/x/742493372.html,育仁里2号院,3,北,9.8,6/6,花乡东桥站,1070,2370,False
1293,丰台区草桥矿冶小区,"116.354858,39.849173",丰台区,www.ziroom.com/x/807234724.html,草桥矿冶小区,4,南,8.76,12/23,草桥站,1150,2130,False
1294,丰台区富卓苑,"116.378235,39.838490",丰台区,www.ziroom.com/x/758260819.html,富卓苑,3,北,8.5,2/6,公益西桥站,1011,2390,False
1295,丰台区新华街五里,"116.289129,39.843477",丰台区,www.ziroom.com/x/787260424.html,新华街五里,3,北,7.4,21/24,丰台南路站,798,2490,False
1296,丰台区银地家园,"116.333144,39.822204",丰台区,www.ziroom.com/x/734228099.html,银地家园,5,东,11.4,6/7,花乡东桥站,1535,2060,False
1297,丰台区北大街南里,"116.287785,39.858185",丰台区,www.ziroom.com/x/792620547.html,北大街南里,3,北,7.88,6/6,丰台东大街站,861,2160,False
1298,丰台区京投银泰万科西华府,"116.304455,39.812862",丰台区,www.ziroom.com/x/739476478.html,京投银泰万科西华府,4,北,6.6,22/26,郭公庄站,887,2370,False
1299,丰台区右外东庄,"116.381035,39.870041",丰台区,www.ziroom.com/x/747782103.html,右外东庄,3,西,7.9,5/6,北京南站站,727,2260,False
